date,title,source,link
2026-07-23 01:41:49,【09:41 即時新聞】凌華(6166)亮燈漲停，AI伺服器＋工業電腦題材帶動買盤急攻、主力與法人同步偏多支撐攻高結構 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-ac08f62d-8637-11f1-b1f6-06b332119ed1
2026-07-23 03:37:26,Physical AI與邊緣AI雙引擎爆發 凌華(6166)營收創高 145元至180 元區間操作 - 理財周刊,理財周刊,https://www.moneyweekly.com.tw/ArticleData/Info/Article/238392/
2026-07-23 03:38:21,Physical AI與邊緣AI雙引擎爆發 凌華(6166)營收創高 145元至180 元區間操作 - 理財周刊,理財周刊,https://www.moneyweekly.com.tw/ArticleData/Info/Article/238392
2026-07-23 06:39:33,研華突破百億掀Physical AI狂潮！凌華、研揚強鎖漲停 資金大換股 邊緣AI次世代霸主！ - 理財周刊,理財周刊,https://www.moneyweekly.com.tw/Home/ChangePage/Article/238421/?Type=3&Line=Home_ArticleSet_103&Page=FCE914305A6531AB6432D7582FBD3210ED807EA1EE4F0EF46B3AD8D7E7A5E9BC32044E43358EF7BE3FFE2B65D95AA3586B10D937329E59C7ED705BACED8B4A93BD912BF951D1FBBCD80C0A736A30F986A1455562434D657A85A3E1709B59167E9BEE9B2534086EF8A781C32F1CBAE04CF19894B679F6BB51E0E34B8F7CFFFA19F01897D357F0A8A293B34F80B38EA26527A65B22E043D9852F6791B02375CCB12D41C185EA11991D9F93A399475E7C3E7BCB18ACF45BBB94BC280E1AEA895FCB4DABF64B49C18A017891EEE0E01B8AB9F4AF54C078F88DA2
2026-07-23 18:58:32,討論牆 | 盤中速報 - 凌華(6166)大漲6.67%，報128元 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/posts/list/article/ZaRg0kX
2026-07-23 23:45:00,《電週邊》注意股：凌華 近5日漲24.61% - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6247896001&PU=1002
2026-07-24 01:13:00,台股面臨44K保衛戰三族群逆勢抗跌華星光、凌華同步漲停- 證券 - 工商時報,工商時報,https://www.ctee.com.tw/news/20260724700598-430201
2026-07-24 03:38:02,【11:37 即時新聞】凌華(6166)股價續強至165元、漲幅3.45%，邊緣AI題材延燒＋外資與主力買盤推升短線多頭結構 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-12ec69ec-8711-11f1-8e90-0518ba9bb1a7
2026-07-24 07:57:00,盈餘：凌華(6166)股價遭警示，自結6月份本期淨利7340萬元，單月EPS 0.36元 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2396096002&PU=1002
2026-07-24 08:09:00,《電週邊》凌華6月EPS 0.36元 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6248577001&PU=1002
2026-07-24 08:17:48,凌華獲利／短線大漲近四成 6月自結EPS達0.36元 - UDN,UDN,https://udn.com/news/story/7252/9648984
2026-07-24 08:17:49,凌華獲利／短線大漲近四成 6月自結 EPS 達0.36元 - 經濟日報,經濟日報,https://money.udn.com/money/story/5710/9648984
