date,day_trade_volume,day_trade_ratio
2016-02-01,0,0.0
2016-02-02,0,0.0
2016-02-03,10000,0.1562
2016-02-15,0,0.0
2016-02-16,0,0.0
2016-02-17,4000,0.2222
2016-02-18,1000,0.0333
2016-02-19,1000,0.0385
2016-02-22,0,0.0
2016-02-23,0,0.0
2016-02-24,1000,0.0588
2016-02-25,0,0.0
2016-02-26,0,0.0
2016-03-01,0,0.0
2016-03-02,0,0.0
2016-03-03,0,0.0
2016-03-04,11000,0.0623
2016-03-07,9000,0.0207
2016-03-08,53000,0.153
2016-03-09,4000,0.0412
2016-03-10,9000,0.0363
2016-03-11,6000,0.1381
2016-03-14,1000,0.0192
2016-03-15,3000,0.0345
2016-03-16,1000,0.0455
2016-03-17,0,0.0
2016-03-18,0,0.0
2016-03-21,0,0.0
2016-03-22,7000,0.1207
2016-03-23,0,0.0
2016-03-24,0,0.0
2016-03-25,2000,0.0263
2016-03-28,0,0.0
2016-03-29,1000,0.0588
2016-03-30,3000,0.2113
2016-03-31,0,
2016-04-01,0,0.0
2016-04-06,0,0.0
2016-04-07,0,0.0
2016-04-08,0,0.0
2016-04-11,3000,0.12
2016-04-12,0,0.0
2016-04-13,0,0.0
2016-04-14,0,0.0
2016-04-15,1000,0.1807
2016-04-18,0,0.0
2016-04-19,0,0.0
2016-04-20,0,0.0
2016-04-21,1000,0.1667
2016-04-22,0,0.0
2016-04-25,0,0.0
2016-04-26,0,0.0
2016-04-27,0,0.0
2016-04-28,0,0.0
2016-04-29,1000,0.0623
2016-05-03,0,0.0
2016-05-04,0,0.0
2016-05-05,0,
2016-05-06,2000,0.0741
2016-05-09,0,0.0
2016-05-10,1000,0.1111
2016-05-11,0,0.0
2016-05-12,1000,0.0769
2016-05-13,1000,0.0625
2016-05-16,0,0.0
2016-05-17,0,0.0
2016-05-18,0,0.0
2016-05-19,0,0.0
2016-05-20,1000,0.1
2016-05-23,0,
2016-05-24,0,0.0
2016-05-25,0,0.0
2016-05-26,0,0.0
2016-05-27,4000,0.0952
2016-05-30,0,0.0
2016-05-31,0,0.0
2016-06-01,0,0.0
2016-06-02,0,0.0
2016-06-03,0,0.0
2016-06-06,0,0.0
2016-06-07,0,0.0
2016-06-08,0,0.0
2016-06-13,0,0.0
2016-06-14,5000,0.1852
2016-06-15,0,0.0
2016-06-16,0,0.0
2016-06-17,1000,0.0833
2016-06-20,0,0.0
2016-06-21,0,0.0
2016-06-22,0,0.0
2016-06-23,0,0.0
2016-06-24,1000,0.0667
2016-06-27,0,0.0
2016-06-28,0,0.0
2016-06-29,3000,0.0417
2016-06-30,1000,0.0143
2016-07-01,0,0.0
2016-07-04,0,0.0
2016-07-05,0,0.0
2016-07-06,0,0.0
2016-07-07,0,0.0
2016-07-11,0,0.0
2016-07-12,0,0.0
2016-07-13,0,0.0
2016-07-14,0,0.0
2016-07-15,3000,0.1579
2016-07-18,0,0.0
2016-07-19,0,0.0
2016-07-20,0,0.0
2016-07-21,0,0.0
2016-07-22,1000,0.0286
2016-07-25,0,0.0
2016-07-26,0,0.0
2016-07-27,0,0.0
2016-07-28,0,0.0
2016-07-29,0,0.0
2016-08-01,0,0.0
2016-08-02,0,0.0
2016-08-03,0,0.0
2016-08-04,0,0.0
2016-08-05,0,0.0
2016-08-08,0,0.0
2016-08-09,0,0.0
2016-08-10,0,0.0
2016-08-11,0,0.0
2016-08-12,0,0.0
2016-08-15,0,0.0
2016-08-16,0,0.0
2016-08-17,0,0.0
2016-08-18,1000,0.0714
2016-08-19,0,0.0
2016-08-22,0,
2016-08-23,0,0.0
2016-08-24,0,0.0
2016-08-25,0,0.0
2016-08-26,0,0.0
2016-08-29,0,0.0
2016-08-30,0,0.0
2016-08-31,0,0.0
2016-09-01,52000,0.2955
2016-09-02,1000,0.0152
2016-09-05,0,
2016-09-06,0,0.0
2016-09-07,0,0.0
2016-09-08,0,0.0
2016-09-09,0,0.0
2016-09-12,0,0.0
2016-09-13,0,0.0
2016-09-14,0,0.0
2016-09-19,0,0.0
2016-09-20,0,
2016-09-21,1000,0.0625
2016-09-22,0,0.0
2016-09-23,0,0.0
2016-09-26,0,0.0
2016-09-29,1000,0.0345
2016-09-30,1000,0.0195
2016-10-03,3000,0.1071
2016-10-04,0,0.0
2016-10-05,0,0.0
